57	58
57	59
59	60
59	48
58	61
58	62
62	63
62	64
60	49
60	65
64	66
64	50
65	67
65	68
63	69
63	70
66	71
66	1
71	72
71	73
68	74
68	75
73	76
73	51
69	52
69	77
75	2
75	78
77	53
77	79
78	80
78	81
81	82
81	83
72	54
72	84
61	85
61	86
74	55
74	3
70	87
70	4
80	88
80	5
88	89
88	6
86	7
86	8
83	90
83	91
87	92
87	93
90	94
90	95
93	9
93	96
95	10
95	11
91	12
91	13
94	14
94	15
89	16
89	17
85	97
85	18
67	98
67	56
79	19
79	20
97	99
97	21
98	100
98	22
76	101
76	102
100	103
100	104
82	23
82	24
99	105
99	25
101	106
101	26
96	107
96	27
106	108
106	28
105	109
105	29
107	30
107	31
102	32
102	33
104	34
104	35
92	36
92	37
109	110
109	38
108	111
108	39
110	40
110	41
111	42
111	43
103	44
103	45
84	46
84	47
