parasite_leaf:,host_leaf
P48,H11
P48,H12
P49,H7
P49,H21
P45,H26
P148,H46
P149,H47
P125,H41
P107,H36
P150,H40
P150,H46
P151,H47
P127,H41
P109,H13
P109,H36
P222,H25
P222,H58
P223,H59
P180,H20
P180,H44
P240,H12
P241,H52
P141,H45
P27,H21
P86,H22
P86,H25
P87,H22
P87,H25
P256,H62
P257,H63
P263,H57
P262,H19
P164,H44
P219,H51
P218,H26
P166,H45
P206,H56
P207,H57
P95,H29
P95,H35
P74,H2
P74,H4
P234,H46
P235,H46
P252,H60
P253,H61
P250,H60
P251,H61
P161,H48
P237,H52
P236,H35
P264,H64
P265,H65
P225,H59
P56,H24
P34,H22
P34,H25
P210,H55
P211,H52
P194,H54
P185,H52
P135,H39
P135,H43
P172,H50
P173,H51
P51,H18
P80,H32
P81,H33
P101,H16
P101,H19
P100,H30
P99,H16
P99,H19
P144,H44
P145,H45
P123,H37
P123,H41
P122,H37
P122,H40
P203,H13
P203,H36
P202,H36
P31,H7
P31,H20
P29,H7
P29,H21
P246,H60
P247,H61
P157,H48
P217,H54
P216,H19
P47,H12
P43,H16
P43,H18
P209,H51
P208,H19
P258,H62
P259,H63
P228,H18
P66,H17
P66,H26
P67,H18
P93,H17
P93,H27
P92,H27
P155,H36
P154,H27
P131,H12
P231,H59
P230,H27
P38,H7
P38,H20
P226,H20
P226,H44
P227,H59
P143,H45
P243,H26
P242,H27
P171,H35
P73,H26
P114,H23
P114,H39
P178,H50
P179,H51
P169,H44
P89,H7
P89,H21
P152,H46
P153,H47
P232,H41
P233,H59
P182,H50
P183,H50
P175,H51
P199,H53
P199,H55
P198,H54
P189,H52
P238,H43
P239,H48
P215,H43
P205,H15
P205,H28
P204,H54
P201,H53
P201,H55
P191,H42
P191,H52
P162,H30
P261,H63
P260,H60
P249,H61
P159,H48
P177,H38
P177,H51
P176,H50
P255,H51
P254,H19
P244,H55
P196,H54
P187,H52
P193,H31
P193,H33
P192,H43
P52,H21
