parasite_leaf:,host_leaf
P208,H40
P208,H66
P209,H67
P330,H12
P331,H12
P281,H69
P265,H12
P101,H28
P343,H78
P343,H91
P342,H90
P282,H13
P192,H39
P193,H39
P134,H39
P90,H38
P386,H98
P387,H99
P348,H71
P234,H70
P354,H70
P355,H84
P237,H71
P374,H91
P375,H91
P340,H90
P277,H79
P7,H5
P7,H7
P197,H24
P197,H39
P196,H23
P88,H31
P211,H40
P211,H67
P210,H66
P183,H41
P389,H60
P388,H34
P390,H23
P391,H23
P194,H41
P49,H26
P139,H18
P139,H50
P368,H94
P369,H95
P327,H75
P379,H66
P378,H26
P377,H26
P223,H26
P205,H40
P205,H67
P268,H66
P269,H41
P206,H40
P206,H66
P258,H67
P259,H52
P352,H67
P353,H67
P95,H41
P61,H27
P61,H31
P84,H19
P84,H26
P85,H26
P65,H26
P333,H13
P332,H82
P311,H83
P312,H82
P313,H83
P308,H82
P309,H83
P165,H54
P165,H56
P273,H72
P273,H77
P272,H76
P380,H98
P381,H99
P187,H55
P187,H64
P115,H46
P200,H36
P200,H61
P201,H61
P180,H60
P291,H33
P291,H34
P290,H34
P320,H86
P321,H87
P285,H80
P251,H75
P171,H58
P303,H71
P302,H52
P315,H23
P314,H48
P364,H94
P365,H95
P169,H21
P198,H50
P199,H50
P155,H27
P155,H31
P154,H26
P358,H92
P359,H93
P384,H98
P385,H99
P357,H43
P357,H93
P356,H92
P316,H84
P317,H85
P328,H84
P329,H84
P319,H85
P300,H69
P301,H69
P185,H62
P53,H22
P53,H28
P43,H17
P43,H23
P44,H7
P44,H20
P260,H13
P261,H13
P255,H12
P360,H92
P361,H93
P362,H92
P363,H93
P270,H21
P86,H7
P86,H21
P130,H21
P131,H21
P34,H20
P36,H7
P36,H20
P102,H21
P103,H21
P219,H7
P219,H20
P218,H20
P366,H94
P367,H95
P141,H18
P141,H50
P214,H30
P214,H41
P215,H34
P256,H67
P257,H67
P229,H67
P213,H67
P248,H66
P249,H67
P63,H27
P63,H31
P54,H20
P39,H7
P39,H21
P336,H88
P337,H89
P338,H88
P339,H89
P334,H88
P335,H89
P57,H8
P57,H14
P162,H8
P162,H14
P163,H52
P372,H96
P373,H97
P267,H13
P370,H96
P371,H97
P243,H28
P72,H9
P72,H33
P322,H86
P323,H87
P287,H80
P253,H75
P225,H39
P296,H58
P297,H58
P293,H58
P295,H64
P294,H52
P324,H86
P325,H87
P289,H80
P278,H48
P179,H48
P83,H35
P83,H36
P116,H37
P116,H47
P117,H46
P305,H57
P305,H83
P304,H82
P306,H82
P307,H83
P167,H56
P346,H76
P347,H46
P275,H77
P382,H98
P383,H99
P189,H64
P119,H37
P119,H46
P351,H64
P350,H34
P190,H48
P191,H48
P147,H38
P175,H53
P175,H58
P174,H53
P174,H59
P153,H52
