parasite_leaf:,host_leaf
P21,H3
P21,H8
P106,H26
P107,H26
P93,H26
P87,H27
P52,H12
P96,H24
P96,H28
P97,H29
P69,H25
P112,H13
P112,H16
P113,H16
P101,H10
P101,H12
P100,H11
P36,H3
P36,H8
P108,H25
P109,H6
P79,H25
P98,H28
P99,H29
P104,H6
P105,H30
P73,H6
P63,H12
P56,H6
P60,H6
P61,H6
P58,H6
P75,H4
P75,H6
P74,H6
P46,H6
P32,H6
P17,H2
P17,H5
P80,H23
P81,H23
P114,H32
P115,H33
P66,H23
P67,H23
P116,H32
P117,H33
P55,H6
P54,H19
P94,H26
P95,H27
P85,H27
P40,H20
P110,H27
P111,H20
P88,H26
P90,H26
P91,H27
P102,H30
P103,H31
P77,H6
P15,H8
P65,H11
P64,H6
P38,H6
P30,H8
