parasite_leaf:,host_leaf
P17,H2
P17,H4
P23,H2
P23,H4
P58,H18
P59,H19
P120,H32
P121,H33
P105,H30
P12,H2
P12,H4
P100,H28
P101,H29
P102,H28
P103,H29
P44,H8
P44,H14
P45,H8
P45,H15
P81,H23
P81,H25
P80,H24
P88,H26
P89,H27
P97,H15
P96,H21
P84,H24
P85,H25
P90,H26
P91,H27
P117,H11
P116,H24
P83,H25
P67,H21
P57,H14
P128,H16
P129,H16
P55,H17
P122,H32
P123,H33
P109,H12
P109,H30
P111,H12
P111,H30
P113,H23
P113,H24
P124,H32
P125,H33
P126,H32
P127,H33
P119,H17
P107,H30
P52,H10
P52,H16
P53,H17
P33,H11
P46,H8
P46,H14
P68,H15
P69,H21
P48,H14
P49,H15
P98,H28
P99,H29
P10,H2
P10,H4
P11,H2
P11,H5
P9,H2
P9,H5
P24,H3
P24,H7
P78,H24
P79,H25
P115,H18
P114,H26
P93,H26
P87,H27
P63,H21
P18,H3
P18,H6
