parasite_leaf:,host_leaf
P7,H3
P7,H5
P11,H3
P11,H4
P189,H51
P189,H66
P252,H67
P252,H81
P253,H80
P127,H50
P113,H49
P103,H36
P103,H47
P102,H46
P250,H46
P251,H46
P324,H37
P325,H37
P272,H37
P195,H58
P195,H61
P194,H61
P298,H86
P299,H87
P231,H76
P280,H59
P280,H82
P281,H82
P332,H83
P333,H41
P222,H64
P223,H64
P330,H94
P331,H95
P323,H93
P274,H84
P275,H85
P75,H39
P86,H26
P86,H29
P179,H35
P179,H64
P329,H92
P329,H95
P328,H94
P321,H93
P200,H27
P200,H62
P312,H90
P313,H91
P245,H79
P310,H90
P311,H91
P243,H79
P169,H63
P308,H90
P309,H91
P241,H79
P292,H63
P293,H63
P249,H63
P220,H72
P221,H73
P152,H25
P269,H15
P269,H18
P268,H18
P302,H88
P303,H89
P255,H80
P191,H66
P238,H50
P239,H50
P115,H5
P115,H49
P218,H72
P219,H73
P139,H30
P139,H57
P202,H31
P203,H31
P21,H13
P140,H30
P140,H56
P290,H57
P291,H57
P214,H68
P215,H69
P206,H68
P207,H69
P193,H51
P193,H66
P284,H80
P285,H80
P304,H88
P305,H89
P174,H61
P296,H86
P297,H87
P229,H76
P262,H82
P263,H83
P52,H11
P52,H22
P94,H11
P94,H22
P205,H22
P205,H69
P204,H68
P45,H11
P45,H23
P300,H86
P301,H87
P233,H76
P306,H88
P307,H89
P259,H80
P165,H61
P264,H82
P265,H83
P35,H15
P35,H18
P282,H25
P283,H25
P116,H42
P116,H45
P96,H44
P286,H74
P287,H21
P316,H90
P317,H91
P225,H75
P109,H34
P109,H37
P108,H36
P108,H47
P104,H46
P73,H34
P73,H37
P198,H64
P199,H50
P326,H94
P327,H95
P319,H93
P77,H32
P77,H39
P76,H32
P76,H38
P314,H90
P315,H91
P247,H79
P234,H71
P216,H70
P51,H19
P51,H27
P98,H44
P99,H45
P107,H10
P107,H21
P106,H21
P142,H25
P143,H16
P184,H21
P185,H21
P54,H21
P18,H8
P18,H10
P210,H68
P211,H69
P212,H68
P213,H69
P159,H36
P159,H46
P158,H46
P155,H55
P208,H68
P209,H69
P294,H86
P295,H87
P227,H76
P161,H61
P276,H84
P277,H85
P270,H59
P270,H83
P260,H82
P237,H47
P236,H55
P136,H54
P289,H75
P288,H52
P79,H41
P93,H32
P93,H39
P92,H24
P187,H49
P186,H25
P173,H17
P173,H25
P91,H33
P91,H35
P90,H16
