parasite_leaf:,host_leaf
P17,H8
P17,H10
P54,H11
P54,H16
P55,H14
P126,H30
P127,H30
P124,H30
P130,H31
P131,H31
P109,H29
P92,H21
P94,H24
P95,H25
P59,H11
P59,H16
P114,H30
P115,H31
P105,H29
P83,H23
P112,H30
P113,H31
P103,H29
P81,H23
P9,H6
P9,H9
P21,H8
P21,H10
P47,H11
P47,H16
P110,H30
P111,H31
P101,H29
P79,H23
P96,H24
P97,H25
P73,H10
P67,H21
P12,H5
P12,H7
P18,H8
P18,H11
P128,H16
P129,H16
P56,H16
P120,H30
P121,H27
P117,H31
P107,H29
P85,H23
P77,H21
P32,H10
P42,H15
P43,H15
P88,H14
P89,H4
P60,H10
P61,H10
P71,H16
P70,H12
P38,H9
P38,H14
P39,H10
P75,H16
P74,H15
P65,H13
P65,H18
P98,H26
P99,H27
P87,H23
P86,H4
P62,H13
P62,H19
P123,H23
P122,H18
P90,H12
P91,H12
