parasite_leaf:,host_leaf
P12,H4
P12,H6
P49,H12
P49,H14
P154,H23
P154,H24
P155,H24
P94,H23
P94,H25
P310,H50
P311,H51
P145,H35
P330,H52
P331,H53
P189,H39
P81,H2
P81,H8
P80,H13
P400,H57
P401,H57
P396,H56
P378,H50
P315,H51
P151,H35
P210,H26
P210,H38
P336,H52
P337,H53
P193,H39
P92,H13
P21,H2
P21,H8
P296,H46
P297,H47
P362,H5
P363,H5
P281,H27
P281,H35
P280,H28
P127,H24
P406,H58
P407,H59
P408,H58
P409,H59
P132,H30
P133,H31
P61,H16
P274,H2
P274,H8
P299,H37
P299,H47
P298,H46
P270,H8
P168,H8
P130,H18
P130,H29
P256,H24
P257,H16
P410,H58
P411,H59
P412,H58
P413,H59
P404,H58
P405,H59
P208,H36
P209,H36
P294,H46
P295,H47
P166,H28
P361,H52
P360,H31
P232,H31
P306,H48
P307,H49
P255,H42
P244,H35
P134,H30
P63,H9
P63,H16
P100,H23
P100,H25
P101,H24
P236,H35
P237,H35
P312,H50
P313,H51
P388,H56
P389,H57
P269,H44
P213,H8
P324,H5
P325,H5
P239,H5
P394,H56
P395,H57
P367,H13
P267,H44
P359,H40
P358,H52
P333,H53
P199,H26
P199,H39
P386,H56
P387,H57
P265,H44
P302,H48
P303,H49
P251,H42
P304,H48
P305,H49
P253,H42
P99,H24
P380,H54
P381,H48
P373,H55
P229,H40
P318,H50
P319,H51
P147,H27
P147,H35
P246,H39
P247,H39
P308,H48
P309,H49
P346,H52
P347,H53
P170,H33
P171,H33
P278,H32
P278,H37
P300,H46
P301,H47
P249,H8
P353,H51
P352,H36
P43,H7
P43,H13
P242,H8
P243,H8
P57,H3
P57,H5
P56,H3
P56,H5
P370,H54
P371,H55
P227,H40
P173,H27
P173,H34
P282,H40
P283,H40
P374,H54
P375,H55
P285,H28
P206,H5
P207,H5
P158,H5
P220,H10
P220,H41
P221,H40
P71,H11
P71,H20
P382,H56
P383,H57
P261,H44
P321,H34
P321,H51
P320,H50
P322,H50
P323,H51
P230,H39
P338,H52
P339,H53
P340,H52
P341,H53
P342,H52
P343,H53
P344,H52
P345,H53
P334,H38
P334,H52
P335,H53
P197,H39
P121,H22
P121,H27
P214,H35
P215,H36
P351,H32
P351,H36
P350,H51
P316,H50
P136,H19
P136,H30
P137,H19
P137,H31
P124,H23
P124,H25
P125,H23
P125,H25
P328,H24
P329,H35
P174,H2
P174,H8
P258,H9
P258,H16
P327,H21
P327,H45
P326,H35
P292,H46
P293,H47
P177,H36
P141,H33
P39,H7
P39,H13
P402,H56
P403,H56
P399,H5
P385,H57
P263,H44
P73,H20
P74,H11
P74,H21
P390,H56
P391,H57
P288,H36
P354,H20
P355,H8
P349,H16
P119,H6
P119,H10
P223,H10
P223,H40
P376,H54
P377,H55
P392,H56
P393,H57
P357,H35
P184,H20
P185,H20
P225,H10
P225,H40
P368,H54
P369,H55
P23,H3
P23,H5
P277,H39
P276,H5
