parasite_leaf:,host_leaf
P20,H4
P20,H7
P194,H37
P195,H26
P147,H37
P181,H30
P180,H36
P89,H28
P112,H7
P112,H30
P113,H30
P95,H31
P80,H6
P80,H21
P81,H21
P63,H21
P44,H6
P44,H20
P35,H4
P35,H6
P49,H6
P49,H21
P61,H11
P61,H18
P111,H21
P110,H30
P150,H6
P150,H20
P151,H34
P77,H8
P77,H24
P224,H64
P225,H65
P199,H61
P126,H29
P126,H36
P127,H37
P148,H28
P149,H39
P172,H16
P172,H51
P173,H50
P117,H30
P191,H21
P190,H24
P226,H64
P227,H65
P201,H61
P69,H6
P69,H21
P204,H39
P205,H39
P132,H38
P119,H20
P85,H26
P162,H36
P163,H38
P125,H37
P91,H17
P91,H28
P232,H38
P233,H23
P169,H37
P131,H39
P228,H40
P229,H23
P135,H41
P179,H53
P179,H55
P178,H55
P176,H54
P193,H24
P192,H52
P128,H27
P128,H38
P129,H39
P83,H13
P83,H26
P186,H20
P187,H20
P230,H20
P231,H30
P206,H62
P207,H63
P222,H30
P223,H55
P97,H31
P51,H23
P210,H62
P211,H63
P212,H62
P213,H63
P208,H62
P209,H63
P53,H19
P53,H23
P221,H30
P220,H49
P164,H48
P153,H46
P219,H56
P218,H57
P182,H56
P139,H43
P167,H47
P167,H49
P196,H48
P197,H49
P214,H62
P215,H63
P155,H46
P203,H31
P202,H56
P185,H45
P185,H57
P141,H35
P141,H43
P105,H34
P103,H33
P156,H20
P157,H20
P100,H21
P58,H21
P72,H6
P72,H20
P73,H21
P71,H9
P71,H16
P216,H59
P217,H59
P188,H58
P171,H50
P87,H17
P87,H28
P137,H20
P136,H36
P121,H37
P37,H10
P37,H13
P74,H8
P74,H25
P75,H24
