parasite_leaf:,host_leaf
P54,H7
P54,H8
P100,H11
P101,H11
P130,H38
P131,H39
P123,H37
P59,H9
P59,H11
P136,H38
P137,H39
P129,H37
P90,H4
P6,H3
P6,H4
P23,H7
P23,H8
P22,H11
P14,H11
P26,H14
P27,H15
P86,H24
P86,H28
P110,H29
P111,H31
P76,H14
P29,H15
P62,H23
P62,H24
P63,H25
P142,H42
P143,H43
P113,H34
P103,H33
P73,H27
P41,H20
P69,H23
P69,H25
P84,H28
P85,H29
P60,H21
P60,H22
P64,H23
P64,H24
P140,H40
P141,H41
P120,H25
P88,H25
P43,H16
P43,H20
P93,H28
P92,H17
P144,H42
P145,H43
P115,H34
P105,H33
P146,H42
P147,H43
P117,H34
P107,H33
P134,H38
P135,H39
P127,H37
P132,H38
P133,H39
P125,H37
P46,H20
P47,H11
P70,H23
P70,H25
P80,H25
P81,H25
P82,H28
P83,H29
P57,H18
P74,H22
P74,H26
P148,H42
P149,H43
P119,H34
P109,H33
P98,H27
P94,H30
P95,H31
P35,H18
P138,H40
P139,H41
