parasite_leaf:,host_leaf
P15,H3
P15,H5
P218,H17
P219,H17
P197,H17
P76,H17
P48,H16
P70,H5
P70,H15
P85,H15
P85,H21
P84,H20
P182,H32
P183,H33
P44,H10
P36,H8
P36,H11
P86,H20
P87,H21
P166,H30
P167,H31
P144,H16
P170,H15
P170,H20
P171,H20
P89,H21
P67,H19
P148,H25
P149,H25
P132,H25
P116,H24
P160,H30
P161,H31
P203,H33
P202,H17
P172,H18
P169,H20
P136,H22
P136,H25
P137,H25
P226,H34
P227,H35
P150,H24
P158,H30
P159,H31
P216,H12
P217,H12
P208,H12
P23,H6
P23,H9
P53,H7
P53,H13
P201,H24
P200,H12
P176,H12
P174,H12
P192,H25
P193,H16
P223,H24
P222,H25
P110,H24
P152,H30
P153,H31
P124,H24
P125,H25
P109,H15
P109,H21
P123,H22
P123,H25
P122,H24
P154,H30
P155,H31
P41,H7
P41,H12
P28,H1
P28,H2
P178,H32
P179,H33
P214,H12
P215,H17
P204,H10
P220,H10
P221,H10
P69,H2
P69,H19
P140,H27
P140,H28
P141,H27
P141,H29
P224,H34
P225,H35
P138,H27
P138,H28
P139,H29
P127,H9
P127,H26
P121,H22
P121,H25
P120,H24
P188,H30
P189,H20
P186,H30
P165,H31
P135,H24
P83,H14
P83,H16
P113,H22
P113,H25
P212,H24
P213,H24
P211,H24
P198,H31
P199,H20
P191,H31
P156,H23
P156,H30
P118,H24
P119,H25
P162,H30
P163,H31
P131,H9
P131,H26
P142,H28
P143,H29
P61,H2
P61,H19
P60,H18
P16,H1
P16,H2
P11,H3
P11,H5
P10,H3
P10,H4
P184,H33
P185,H33
P180,H32
P206,H10
P207,H10
P58,H18
P59,H19
