parasite_leaf:,host_leaf
P144,H42
P145,H42
P89,H36
P85,H31
P85,H43
P226,H70
P227,H71
P278,H86
P279,H87
P254,H78
P255,H79
P288,H42
P289,H74
P246,H74
P247,H75
P147,H36
P87,H43
P62,H30
P62,H37
P332,H37
P333,H80
P117,H47
P116,H36
P102,H30
P102,H36
P342,H62
P343,H62
P197,H62
P331,H94
P330,H72
P231,H73
P93,H45
P94,H12
P94,H44
P177,H12
P177,H45
P176,H45
P130,H45
P236,H72
P237,H73
P299,H56
P298,H80
P263,H81
P222,H62
P223,H62
P97,H45
P316,H96
P317,H97
P272,H84
P273,H85
P201,H64
P347,H87
P346,H68
P219,H69
P171,H57
P171,H59
P282,H88
P283,H89
P159,H56
P143,H38
P318,H96
P319,H97
P161,H17
P161,H41
P300,H64
P301,H64
P238,H67
P294,H66
P295,H74
P210,H66
P211,H67
P266,H57
P266,H59
P267,H59
P208,H66
P209,H67
P106,H16
P107,H16
P280,H47
P281,H37
P108,H46
P304,H45
P305,H45
P165,H32
P232,H72
P233,H73
P310,H62
P311,H62
P225,H55
P225,H71
P224,H70
P276,H86
P277,H87
P127,H19
P127,H50
P126,H37
P322,H36
P323,H36
P105,H31
P105,H43
P320,H43
P321,H81
P313,H87
P80,H31
P80,H42
P152,H19
P152,H51
P302,H55
P302,H71
P303,H70
P228,H70
P270,H82
P271,H83
P251,H76
P308,H94
P309,H95
P324,H98
P325,H99
P326,H98
P327,H99
P274,H65
P274,H84
P275,H85
P336,H98
P337,H98
P329,H99
P220,H25
P221,H62
P252,H53
P252,H78
P253,H53
P253,H79
P260,H80
P261,H81
P297,H71
P296,H38
P344,H37
P345,H93
P120,H37
P292,H36
P293,H36
P135,H23
P135,H25
P134,H31
P134,H42
P136,H31
P136,H43
P284,H88
P285,H89
P286,H88
P287,H89
P169,H59
P338,H36
P339,H36
P314,H56
P213,H56
P306,H92
P307,H93
P291,H91
P185,H61
P268,H82
P269,H83
P249,H76
P48,H28
P48,H33
P335,H56
P334,H32
P258,H32
P242,H74
P243,H75
P245,H29
P245,H75
P244,H74
P241,H29
P241,H75
P341,H95
P340,H74
P172,H23
P172,H25
P173,H25
P264,H16
P265,H16
P178,H45
P206,H66
P207,H67
P205,H41
P205,H67
P204,H66
P234,H72
P235,H73
P195,H62
P99,H45
P140,H27
P141,H45
P50,H27
P36,H26
P90,H12
P90,H44
P91,H45
P15,H9
P15,H13
