parasite_leaf:,host_leaf
P10,H2
P10,H4
P100,H18
P100,H21
P101,H21
P180,H30
P181,H31
P103,H20
P103,H23
P166,H22
P167,H24
P115,H12
P115,H14
P200,H31
P201,H31
P195,H31
P182,H30
P202,H32
P203,H33
P157,H28
P142,H26
P143,H27
P116,H17
P126,H24
P127,H25
P134,H15
P135,H22
P65,H15
P208,H25
P209,H25
P154,H26
P139,H27
P47,H11
P47,H13
P35,H7
P35,H10
P43,H4
P43,H6
P204,H6
P205,H6
P171,H6
P69,H15
P104,H20
P104,H22
P105,H23
P196,H21
P197,H21
P73,H8
P73,H19
P191,H27
P190,H28
P158,H9
P158,H29
P41,H7
P41,H10
P164,H15
P165,H17
P210,H15
P211,H15
P178,H30
P179,H31
P144,H26
P145,H27
P146,H26
P147,H27
P53,H13
P163,H26
P162,H6
P87,H18
P87,H21
P137,H10
P136,H23
P188,H6
P189,H6
P172,H23
P192,H22
P193,H22
P174,H22
P76,H12
P76,H14
P122,H15
P123,H15
P207,H30
P206,H17
P66,H13
P39,H7
P39,H10
P23,H4
P23,H6
P29,H5
P29,H9
P45,H5
P45,H9
P184,H19
P184,H30
P185,H31
P186,H30
P187,H31
P176,H30
P177,H31
P152,H22
P153,H24
P109,H23
P111,H20
P111,H23
P110,H22
P85,H21
P148,H20
P148,H22
P149,H26
P112,H15
P140,H14
P140,H26
P141,H27
P168,H13
P169,H13
P160,H9
P160,H29
P161,H28
P199,H27
P198,H10
P128,H24
P129,H25
P89,H18
P89,H21
P132,H4
P132,H6
P133,H6
P212,H6
P213,H31
P3,H1
P3,H3
