parasite_leaf:,host_leaf
P124,H23
P125,H23
P268,H50
P269,H51
P358,H55
P359,H55
P314,H54
P373,H56
P372,H34
P327,H34
P366,H58
P367,H59
P352,H31
P361,H37
P360,H31
P329,H46
P328,H31
P319,H35
P319,H55
P318,H54
P330,H54
P331,H55
P321,H55
P165,H23
P300,H24
P301,H24
P277,H24
P180,H34
P121,H31
P290,H49
P291,H43
P332,H49
P333,H49
P236,H48
P338,H56
P339,H57
P212,H44
P213,H45
P78,H20
P78,H22
P336,H56
P337,H57
P126,H23
P147,H30
P147,H34
P308,H54
P309,H55
P111,H31
P156,H30
P156,H35
P157,H34
P198,H24
P199,H24
P168,H36
P169,H37
P163,H29
P129,H17
P138,H19
P139,H17
P208,H44
P209,H45
P230,H48
P231,H49
P45,H13
P45,H19
P215,H39
P215,H45
P214,H44
P216,H44
P217,H45
P232,H48
P233,H49
P242,H44
P243,H44
P207,H45
P228,H48
P229,H49
P244,H19
P245,H19
P380,H60
P381,H61
P227,H46
P186,H19
P254,H29
P255,H29
P102,H28
P194,H12
P194,H29
P195,H12
P195,H29
P160,H29
P104,H28
P344,H56
P345,H57
P325,H34
P340,H56
P341,H57
P97,H27
P296,H52
P297,H53
P193,H43
P185,H41
P135,H24
P362,H58
P363,H59
P374,H60
P375,H61
P221,H46
P29,H17
P98,H15
P98,H26
P299,H43
P298,H27
P61,H10
P19,H5
P19,H10
P83,H20
P83,H23
P271,H22
P271,H51
P270,H50
P85,H20
P85,H23
P272,H50
P273,H51
P49,H3
P49,H21
P80,H20
P80,H22
P278,H37
P279,H31
P351,H41
P350,H24
P302,H24
P346,H34
P347,H34
P364,H58
P365,H59
P357,H41
P356,H23
P287,H23
P316,H54
P317,H55
P159,H34
P141,H23
P113,H31
P67,H14
P67,H16
P292,H46
P293,H46
P289,H34
P378,H60
P379,H61
P334,H29
P335,H29
P376,H60
P377,H61
P223,H46
P101,H12
P101,H29
P294,H28
P295,H28
P285,H28
P246,H39
P246,H44
P322,H54
P323,H55
P211,H45
P235,H38
P235,H49
P370,H48
P371,H34
P241,H10
P240,H23
P264,H50
P265,H51
P260,H43
P261,H37
P348,H43
P349,H24
P383,H28
P382,H34
P304,H54
P305,H55
P201,H27
P200,H31
P75,H20
P75,H23
P266,H50
P267,H51
P369,H17
P368,H34
P259,H34
P253,H31
P306,H54
P307,H55
P109,H31
P310,H54
P311,H55
P149,H30
P149,H34
P354,H31
P355,H31
P166,H30
P166,H34
P342,H56
P343,H57
P248,H34
P312,H54
P313,H55
P117,H31
P262,H50
P263,H51
P71,H23
