parasite_leaf:,host_leaf
P67,H4
P67,H6
P242,H48
P243,H49
P436,H72
P437,H73
P574,H88
P575,H89
P400,H68
P401,H69
P142,H34
P143,H34
P532,H70
P532,H75
P533,H43
P446,H74
P415,H71
P552,H75
P553,H75
P448,H74
P417,H71
P601,H80
P600,H65
P390,H64
P438,H63
P439,H61
P468,H76
P469,H77
P582,H90
P583,H91
P286,H4
P286,H6
P287,H32
P326,H58
P327,H59
P558,H76
P559,H43
P475,H77
P429,H71
P402,H68
P403,H69
P572,H88
P573,H89
P240,H24
P261,H4
P261,H6
P260,H7
P260,H25
P117,H28
P117,H30
P116,H7
P116,H25
P494,H82
P495,H83
P343,H61
P338,H24
P339,H49
P570,H24
P571,H24
P535,H43
P189,H24
P135,H7
P135,H24
P466,H76
P467,H77
P16,H5
P16,H9
P195,H9
P195,H18
P381,H29
P381,H58
P380,H58
P329,H59
P330,H58
P331,H59
P434,H72
P435,H73
P492,H80
P493,H81
P432,H53
P432,H72
P433,H73
P490,H80
P491,H81
P590,H57
P591,H58
P306,H56
P15,H5
P15,H8
P41,H12
P41,H17
P298,H54
P299,H55
P301,H44
P301,H55
P379,H44
P379,H54
P378,H54
P512,H82
P513,H83
P593,H71
P592,H61
P516,H61
P612,H94
P613,H95
P399,H67
P31,H10
P31,H13
P498,H82
P499,H83
P347,H61
P594,H92
P595,H93
P268,H8
P268,H53
P269,H8
P269,H52
P538,H33
P539,H33
P314,H39
P166,H38
P279,H35
P279,H36
P550,H84
P551,H85
P523,H32
P377,H55
P478,H78
P479,H79
P64,H12
P64,H17
P236,H16
P236,H44
P576,H67
P577,H67
P610,H94
P611,H95
P78,H7
P78,H25
P79,H24
P531,H54
P530,H83
P496,H82
P345,H61
P103,H24
P584,H90
P585,H91
P140,H24
P562,H86
P563,H87
P223,H13
P223,H43
P231,H13
P231,H43
P472,H6
P472,H76
P473,H77
P284,H43
P564,H86
P565,H87
P560,H86
P561,H87
P219,H43
P106,H28
P106,H31
P608,H57
P609,H57
P310,H56
P312,H56
P313,H57
P274,H12
P274,H17
P275,H30
P484,H78
P485,H79
P520,H56
P521,H57
P309,H57
P374,H30
P375,H58
P199,H30
P151,H5
P151,H8
P460,H58
P461,H58
P323,H59
P320,H58
P321,H59
P598,H92
P599,H93
P540,H58
P333,H59
P305,H24
P155,H35
P155,H37
P606,H65
P607,H65
P386,H64
P515,H80
P514,H63
P127,H34
P465,H64
P464,H34
P294,H39
P164,H38
P510,H82
P511,H83
P359,H61
P518,H68
P519,H68
P405,H69
P406,H68
P407,H69
P579,H56
P578,H79
P557,H79
P486,H78
P463,H69
P482,H78
P483,H79
P586,H90
P587,H91
P588,H90
P589,H91
P179,H22
P179,H40
P90,H12
P90,H16
P392,H64
P393,H65
P371,H63
P596,H92
P597,H93
P471,H6
P471,H77
P604,H76
P605,H76
P39,H12
P39,H17
P216,H13
P216,H42
P217,H43
P121,H31
P121,H33
P202,H32
P203,H33
P111,H30
P316,H58
P317,H59
P442,H70
P442,H74
P443,H75
P411,H71
P444,H74
P445,H75
P413,H71
P440,H74
P441,H75
P409,H71
P160,H35
P160,H36
P233,H43
P232,H34
P504,H82
P505,H83
P353,H61
P263,H32
P603,H61
P602,H84
P547,H85
P506,H82
P507,H83
P355,H61
P566,H86
P567,H87
P221,H43
P192,H32
P123,H33
P273,H13
P273,H42
P272,H30
P115,H28
P115,H30
P318,H58
P319,H59
P61,H15
P61,H20
P118,H31
P118,H32
P382,H31
P382,H33
P458,H74
P459,H75
P427,H71
P450,H74
P451,H75
P419,H71
P537,H57
P536,H30
P481,H41
P481,H79
P480,H78
P544,H84
P545,H85
P324,H58
P325,H59
P259,H13
P259,H43
P554,H64
P555,H38
P395,H65
P373,H63
P388,H64
P389,H65
P367,H63
P283,H47
P283,H50
P454,H74
P455,H75
P423,H71
P569,H86
P568,H74
P457,H75
P425,H71
P452,H74
P453,H75
P488,H71
P489,H71
P129,H34
P162,H38
P163,H39
P524,H31
P524,H33
P525,H33
P431,H64
P291,H48
P527,H71
P526,H83
P508,H82
P357,H61
P351,H27
P351,H61
P502,H82
P503,H83
P581,H34
P580,H82
P542,H82
P529,H56
P501,H83
P349,H61
P548,H84
P549,H85
P335,H59
P476,H78
P477,H79
