parasite_leaf:,host_leaf
P22,H5
P22,H12
P258,H46
P259,H47
P260,H46
P261,H47
P152,H29
P134,H5
P134,H13
P141,H24
P141,H31
P140,H13
P25,H5
P25,H13
P168,H19
P169,H19
P131,H18
P48,H12
P48,H18
P144,H28
P144,H35
P263,H13
P262,H35
P228,H35
P231,H18
P230,H35
P116,H34
P190,H41
P191,H41
P160,H40
P136,H29
P178,H24
P178,H30
P179,H31
P165,H30
P97,H31
P88,H4
P88,H17
P214,H32
P215,H32
P146,H17
P149,H4
P149,H17
P148,H17
P194,H33
P194,H42
P195,H43
P105,H32
P83,H20
P83,H26
P232,H34
P233,H34
P132,H36
P268,H48
P269,H49
P138,H27
P138,H32
P139,H32
P250,H44
P251,H45
P252,H44
P253,H45
P201,H43
P248,H44
P249,H45
P203,H43
P237,H20
P237,H26
P236,H26
P109,H27
P109,H32
P244,H44
P245,H45
P197,H43
P208,H26
P209,H26
P188,H26
P171,H26
P143,H35
P150,H21
P150,H37
P151,H34
P166,H36
P167,H36
P220,H36
P221,H41
P270,H48
P271,H49
P276,H48
P277,H49
P265,H46
P127,H36
P14,H8
P211,H18
P210,H35
P114,H28
P114,H34
P91,H29
P98,H30
P99,H30
P222,H31
P223,H31
P274,H48
P275,H49
P278,H34
P279,H40
P206,H39
P240,H38
P241,H38
P235,H22
P20,H9
P20,H10
P112,H19
P113,H17
P50,H18
P56,H16
P56,H20
P129,H21
P129,H36
P272,H48
P273,H49
P213,H22
P71,H12
P71,H18
P100,H9
P100,H11
P218,H38
P219,H38
P255,H43
P254,H38
P157,H39
P224,H17
P225,H39
P226,H17
P227,H41
P204,H43
P205,H26
P246,H44
P247,H45
P118,H32
P111,H30
P242,H44
P243,H45
P193,H43
P81,H26
P182,H36
P183,H30
P266,H48
P267,H49
P8,H2
P8,H7
P38,H8
P39,H8
P72,H14
P72,H22
P73,H18
P256,H46
P257,H47
P37,H6
P37,H14
P172,H41
P173,H41
P158,H23
P158,H40
P65,H22
