parasite_leaf:,host_leaf
P330,H68
P331,H69
P358,H23
P359,H23
P42,H21
P42,H22
P337,H62
P336,H61
P272,H60
P292,H62
P293,H63
P188,H20
P189,H20
P240,H37
P240,H45
P241,H45
P142,H44
P95,H32
P95,H36
P149,H33
P149,H46
P340,H36
P340,H55
P426,H55
P427,H13
P320,H64
P364,H65
P365,H65
P213,H26
P213,H50
P370,H74
P371,H75
P71,H24
P332,H7
P332,H31
P396,H76
P397,H77
P403,H23
P402,H34
P158,H35
P269,H30
P268,H34
P51,H4
P51,H7
P366,H53
P367,H53
P236,H52
P174,H30
P120,H7
P120,H30
P65,H7
P65,H31
P45,H5
P45,H19
P44,H21
P44,H23
P182,H44
P183,H24
P422,H45
P423,H45
P244,H54
P245,H55
P368,H63
P369,H13
P288,H62
P354,H22
P354,H72
P355,H73
P356,H72
P357,H73
P322,H62
P323,H62
P291,H63
P352,H72
P353,H73
P106,H18
P106,H20
P107,H20
P93,H20
P129,H19
P129,H35
P128,H35
P256,H34
P257,H34
P162,H40
P162,H43
P234,H43
P234,H52
P235,H53
P248,H53
P249,H53
P232,H52
P432,H38
P433,H20
P418,H65
P326,H38
P211,H31
P168,H42
P161,H40
P161,H42
P434,H63
P435,H63
P284,H62
P11,H4
P11,H7
P316,H45
P317,H45
P144,H44
P305,H47
P305,H65
P412,H30
P413,H30
P406,H64
P306,H64
P307,H65
P252,H54
P243,H55
P297,H17
P297,H60
P296,H63
P324,H62
P325,H62
P398,H47
P398,H64
P399,H71
P303,H65
P421,H44
P420,H76
P428,H77
P429,H77
P416,H76
P417,H77
P395,H77
P274,H60
P275,H61
P238,H50
P404,H74
P405,H31
P436,H75
P437,H13
P311,H34
P384,H74
P385,H75
P343,H49
P378,H74
P379,H75
P217,H50
P208,H23
P209,H34
P376,H74
P377,H75
P225,H50
P372,H74
P373,H75
P221,H50
P193,H40
P193,H43
P415,H50
P414,H70
P347,H71
P431,H78
P430,H59
P53,H18
P53,H20
P200,H42
P201,H42
P230,H52
P231,H53
P401,H28
P401,H59
P400,H62
P287,H63
P300,H47
P300,H64
P301,H65
P390,H76
P391,H77
P126,H24
P122,H24
P118,H24
P156,H14
P156,H38
P338,H38
P339,H34
P227,H38
P374,H74
P375,H75
P223,H50
P440,H82
P441,H83
P411,H81
P313,H67
P408,H78
P409,H79
P328,H68
P329,H69
P39,H21
P39,H23
P350,H72
P351,H73
P33,H20
P125,H19
P125,H35
P124,H35
P202,H34
P203,H34
P108,H19
P108,H34
P109,H34
P91,H19
P91,H35
P155,H40
P155,H42
P424,H55
P425,H55
P363,H60
P380,H74
P381,H75
P219,H50
P170,H42
P229,H43
P229,H53
P439,H71
P438,H52
P361,H52
P113,H11
P113,H41
P131,H18
P131,H20
P335,H55
P334,H20
P315,H20
P194,H48
P195,H49
P344,H70
P345,H71
P265,H59
P25,H12
P25,H16
P190,H12
P190,H17
P191,H24
P282,H60
P283,H60
P277,H17
P277,H61
P278,H60
P279,H61
P280,H55
P281,H30
P255,H49
P388,H54
P389,H54
P198,H49
P199,H49
P196,H48
P164,H13
P270,H60
P271,H61
