parasite_leaf:,host_leaf
P69,H16
P69,H22
P676,H52
P677,H52
P479,H53
P375,H43
P375,H47
P374,H43
P374,H46
P466,H42
P467,H42
P220,H25
P107,H17
P107,H25
P277,H33
P277,H41
P626,H40
P627,H40
P209,H9
P209,H18
P171,H24
P171,H32
P584,H58
P585,H59
P350,H39
P351,H39
P356,H38
P356,H44
P357,H45
P539,H47
P538,H48
P399,H49
P412,H48
P413,H49
P296,H35
P257,H35
P396,H43
P396,H47
P579,H14
P578,H30
P537,H31
P372,H46
P652,H42
P653,H62
P573,H47
P572,H54
P596,H60
P597,H61
P433,H51
P57,H18
P58,H9
P58,H19
P368,H44
P369,H45
P290,H18
P305,H16
P305,H22
P460,H16
P460,H22
P461,H47
P610,H60
P611,H61
P612,H60
P613,H61
P608,H60
P609,H61
P519,H54
P544,H42
P545,H42
P435,H51
P622,H52
P623,H54
P485,H53
P617,H11
P616,H22
P598,H60
P599,H61
P511,H54
P437,H51
P387,H43
P387,H47
P386,H46
P530,H34
P530,H42
P531,H42
P529,H14
P528,H52
P491,H53
P615,H46
P614,H39
P284,H40
P285,H41
P287,H33
P287,H41
P286,H40
P274,H40
P275,H41
P444,H24
P444,H32
P445,H31
P492,H32
P493,H32
P301,H33
P301,H41
P300,H41
P646,H40
P647,H30
P456,H47
P457,H47
P458,H30
P459,H30
P494,H46
P495,H46
P331,H42
P175,H24
P175,H32
P124,H17
P124,H24
P81,H17
P81,H25
P146,H29
P146,H30
P147,H31
P101,H6
P101,H28
P632,H56
P633,H56
P551,H57
P568,H36
P569,H54
P642,H56
P643,H60
P555,H57
P556,H56
P557,H57
P215,H36
P199,H12
P199,H26
P364,H38
P364,H44
P674,H45
P675,H45
P249,H39
P251,H26
P251,H39
P547,H42
P546,H44
P654,H44
P655,H44
P367,H45
P358,H44
P359,H45
P243,H39
P116,H4
P116,H11
P105,H12
P105,H27
P594,H60
P595,H61
P507,H54
P431,H51
P53,H9
P53,H18
P480,H23
P480,H52
P481,H53
P666,H63
P667,H39
P640,H62
P548,H22
P140,H15
P140,H21
P371,H35
P370,H41
P319,H41
P532,H18
P533,H18
P590,H58
P591,H59
P580,H40
P179,H32
P498,H36
P499,H36
P552,H56
P553,H57
P489,H23
P489,H53
P488,H23
P488,H52
P292,H11
P153,H14
P142,H4
P142,H11
P268,H40
P269,H41
P648,H46
P649,H46
P621,H60
P576,H36
P501,H36
P474,H11
P347,H10
P347,H36
P561,H11
P560,H32
P451,H32
P87,H17
P87,H25
P558,H56
P559,H57
P638,H20
P638,H62
P639,H63
P149,H29
P149,H31
P464,H30
P465,H30
P644,H40
P645,H60
P273,H41
P182,H30
P163,H29
P163,H30
P151,H29
P151,H31
P118,H6
P118,H28
P663,H35
P662,H30
P320,H22
P377,H43
P377,H47
P376,H43
P376,H46
P329,H34
P329,H42
P235,H18
P384,H46
P385,H47
P337,H42
P657,H56
P656,H22
P302,H35
P295,H29
P295,H31
P333,H34
P333,H42
P419,H43
P419,H47
P418,H47
P380,H46
P382,H46
P383,H47
P335,H42
P388,H46
P389,H47
P341,H42
P660,H47
P661,H47
P390,H46
P343,H34
P343,H42
P205,H35
P37,H5
P37,H14
P482,H52
P483,H53
P189,H32
P73,H22
P414,H48
P415,H49
P298,H16
P298,H23
P486,H52
P487,H53
P154,H16
P154,H22
P132,H17
P132,H25
P664,H62
P665,H62
P637,H63
P186,H24
P186,H32
P586,H58
P587,H59
P496,H40
P497,H18
P669,H40
P668,H25
P625,H36
P563,H35
P526,H41
P527,H41
P280,H33
P280,H40
P281,H41
P453,H35
P452,H49
P470,H48
P471,H48
P421,H40
P420,H48
P672,H57
P673,H62
P670,H49
P565,H30
P571,H32
P570,H49
P400,H48
P354,H38
P354,H44
P355,H45
P239,H39
P314,H35
P315,H39
P650,H60
P651,H60
P603,H61
P515,H54
P441,H51
P360,H38
P360,H44
P361,H45
P574,H39
P575,H39
P463,H39
P51,H18
P13,H2
P13,H6
P601,H55
P601,H61
P600,H60
P513,H54
P534,H51
P535,H51
P226,H32
P634,H32
P635,H58
P395,H33
P395,H41
P394,H41
P266,H40
P630,H28
P630,H59
P631,H35
P588,H58
P312,H17
P312,H25
P181,H17
P181,H25
P232,H24
P232,H32
P233,H24
P233,H32
P392,H40
P393,H30
P289,H41
P522,H39
P523,H39
P566,H48
P567,H48
P403,H49
P85,H25
P476,H23
P476,H52
P477,H53
P65,H22
P410,H48
P411,H49
P219,H31
P416,H27
P416,H48
P604,H60
P605,H61
P517,H54
P443,H51
P409,H49
P362,H44
P363,H45
P247,H26
P247,H39
P352,H44
P353,H45
P237,H39
P49,H9
P49,H18
P592,H60
P593,H61
P629,H48
P628,H54
P427,H51
P606,H60
P607,H61
P521,H50
P521,H54
P473,H14
P429,H51
P55,H18
P144,H29
P144,H30
P503,H47
P502,H25
P659,H51
P658,H31
P618,H31
P582,H58
P583,H59
