parasite_leaf:,host_leaf
P128,H38
P129,H39
P130,H38
P131,H39
P99,H27
P146,H44
P147,H45
P27,H12
P114,H5
P115,H21
P34,H3
P34,H5
P24,H8
P24,H11
P117,H32
P116,H26
P85,H27
P102,H23
P103,H23
P113,H9
P113,H30
P112,H27
P94,H27
P86,H26
P93,H10
P93,H23
P92,H23
P100,H30
P101,H31
P74,H24
P75,H25
P57,H21
P134,H42
P135,H43
P91,H22
P91,H26
P90,H5
P54,H5
P80,H24
P81,H25
P63,H21
P138,H42
P139,H43
P52,H7
P52,H19
P142,H42
P143,H43
P144,H42
P145,H43
P8,H3
P8,H4
P39,H6
P39,H9
P38,H5
P21,H3
P21,H5
P23,H8
P23,H10
P132,H40
P133,H41
P111,H35
P120,H36
P121,H37
P104,H32
P105,H33
P17,H6
P17,H9
P122,H27
P123,H27
P108,H27
P88,H26
P72,H21
P126,H25
P127,H21
P124,H25
P76,H24
P136,H42
P137,H43
P78,H24
P79,H25
P106,H19
P106,H21
P107,H23
P140,H42
P141,H43
P71,H21
