parasite_leaf:,host_leaf
P67,H4
P67,H13
P66,H13
P58,H13
P114,H46
P115,H47
P107,H16
P108,H46
P109,H47
P156,H27
P157,H51
P52,H26
P47,H25
P35,H4
P35,H12
P110,H46
P111,H47
P170,H47
P171,H47
P112,H46
P73,H22
P23,H4
P23,H13
P164,H13
P165,H13
P130,H41
P94,H40
P168,H66
P169,H67
P135,H54
P133,H53
P64,H32
P65,H33
P29,H16
P60,H30
P61,H31
P138,H56
P139,H57
P162,H64
P163,H65
P136,H38
P137,H38
P158,H62
P159,H63
P160,H62
P161,H63
P80,H27
P81,H27
P50,H26
P71,H27
P70,H25
P126,H50
P127,H51
P148,H60
P149,H61
P77,H35
P128,H50
P129,H51
P105,H26
P150,H60
P151,H61
P175,H33
P174,H35
P97,H23
P97,H42
P116,H43
P116,H48
P117,H49
P153,H59
P152,H22
P14,H2
P14,H6
P118,H48
P119,H49
P142,H58
P143,H59
P166,H58
P167,H58
P145,H59
P120,H43
P120,H48
P121,H49
P140,H58
P141,H59
P173,H53
P172,H22
P48,H26
P49,H27
P68,H15
P68,H25
P69,H27
P124,H50
P125,H51
P146,H60
P147,H61
P75,H35
