parasite_leaf:,host_leaf
P116,H5
P116,H43
P117,H43
P270,H42
P271,H42
P202,H42
P120,H42
P246,H42
P247,H42
P187,H66
P79,H43
P115,H27
P114,H43
P106,H43
P273,H60
P272,H42
P150,H61
P151,H61
P144,H60
P280,H84
P281,H85
P185,H45
P185,H58
P184,H60
P147,H61
P172,H66
P173,H67
P136,H26
P136,H35
P298,H88
P299,H88
P293,H89
P300,H22
P301,H82
P210,H22
P138,H27
P109,H13
P109,H18
P176,H68
P177,H69
P123,H50
P308,H44
P309,H82
P25,H4
P25,H11
P154,H62
P155,H63
P296,H88
P297,H89
P232,H58
P158,H56
P269,H74
P268,H81
P264,H80
P322,H24
P323,H24
P234,H71
P235,H58
P236,H71
P237,H71
P284,H86
P285,H87
P229,H79
P288,H86
P289,H87
P290,H86
P291,H87
P283,H35
P283,H85
P282,H84
P227,H79
P191,H71
P55,H17
P55,H29
P320,H28
P321,H77
P262,H28
P112,H28
P103,H28
P156,H45
P156,H59
P157,H59
P142,H58
P81,H44
P164,H64
P165,H65
P101,H46
P101,H48
P276,H82
P277,H83
P160,H47
P161,H47
P166,H32
P166,H64
P167,H65
P198,H44
P199,H44
P51,H31
P41,H24
P222,H11
P223,H11
P219,H48
P218,H67
P170,H39
P170,H66
P310,H92
P311,H93
P303,H91
P316,H93
P317,H93
P312,H92
P305,H91
P72,H5
P72,H42
P73,H43
P19,H6
P19,H9
P278,H47
P279,H47
P248,H72
P201,H73
P224,H76
P225,H77
P212,H74
P213,H75
P295,H36
P295,H89
P294,H88
P179,H69
P175,H60
P206,H33
P206,H44
P207,H44
P188,H44
P140,H54
P140,H56
P153,H57
P153,H63
P152,H62
P266,H80
P267,H81
P319,H28
P318,H23
P47,H17
P47,H28
P149,H33
P149,H44
P286,H86
P287,H87
P231,H79
P195,H71
P196,H29
P196,H70
P197,H29
P197,H71
P130,H14
P130,H23
P131,H44
P34,H22
P260,H43
P261,H75
P314,H92
P315,H93
P307,H91
P244,H31
P59,H11
P215,H41
P215,H75
P214,H74
P258,H75
P259,H24
P254,H75
P216,H74
P253,H27
P252,H47
P256,H44
P257,H27
P241,H59
P240,H63
P209,H63
P162,H48
P274,H82
P275,H83
P61,H4
P61,H11
P60,H24
