parasite_leaf:,host_leaf
P46,H21
P46,H26
P150,H44
P151,H45
P158,H27
P159,H27
P118,H20
P118,H33
P178,H32
P178,H48
P179,H32
P179,H49
P153,H12
P153,H15
P152,H15
P182,H48
P183,H49
P180,H48
P181,H49
P100,H33
P101,H22
P176,H48
P177,H49
P136,H43
P137,H23
P126,H7
P122,H7
P190,H27
P191,H44
P44,H26
P174,H48
P175,H49
P75,H33
P32,H14
P32,H18
P33,H19
P102,H15
P103,H15
P145,H27
P144,H39
P106,H38
P172,H14
P172,H18
P200,H43
P201,H43
P90,H13
P85,H13
P66,H13
P54,H8
P54,H22
P184,H48
P185,H49
P186,H48
P187,H49
P203,H27
P202,H33
P132,H22
P133,H22
P129,H22
P157,H25
P156,H22
P57,H14
P57,H18
P95,H33
P94,H22
P148,H44
P149,H45
P113,H30
P113,H40
P163,H8
P163,H23
P162,H23
P139,H34
P28,H11
P28,H16
P166,H31
P166,H34
P167,H27
P93,H34
P198,H50
P199,H51
P165,H26
P196,H50
P197,H51
P192,H38
P193,H38
P109,H39
P53,H28
P43,H25
P188,H48
P189,H49
P155,H27
P79,H33
P146,H44
P147,H45
P111,H40
P87,H31
P87,H34
P86,H31
P86,H35
P194,H34
P195,H43
P160,H42
P121,H43
P170,H46
P171,H47
P31,H14
P31,H19
P30,H18
P23,H15
P168,H13
P169,H13
P130,H13
P143,H38
P142,H13
P51,H8
P51,H23
P50,H23
P38,H22
